doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.5281/zenodo.13918063;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.13918063;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.13918063;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.13918063;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.13918063;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.13919556;Brno University of Technology;https://ror.org/03613d656;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i. and  Brno University of Technology, Faculty of Civil Engineering;brnouniversity of technology;czechacademy of sciences, institute of physics of materials, v. v. i. and  brno university of technology, faculty of civil engineering;;match
10.5281/zenodo.13919556;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i. and  Brno University of Technology, Faculty of Civil Engineering;czechacademy of sciences;czechacademy of sciences, institute of physics of materials, v. v. i. and  brno university of technology, faculty of civil engineering;auto_substring;
10.5281/zenodo.13919556;Brno University of Technology;https://ror.org/03613d656;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Brno University of Technology, Faculty of Civil Engineering;brnouniversity of technology;czechacademy of sciences, institute of physics of materials, v. v. i., and brno university of technology, faculty of civil engineering;;match
10.5281/zenodo.13919556;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Brno University of Technology, Faculty of Civil Engineering;czechacademy of sciences;czechacademy of sciences, institute of physics of materials, v. v. i., and brno university of technology, faculty of civil engineering;auto_substring;
10.5281/zenodo.13919556;Brno University of Technology;https://ror.org/03613d656;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Czech Republic, and Brno University of Technology, Faculty of Civil Engineering,;brnouniversity of technology;czechacademy of sciences, institute of physics of materials, v. v. i., and czech republic, and brno university of technology, faculty of civil engineering,;;match
10.5281/zenodo.13919556;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Czech Republic, and Brno University of Technology, Faculty of Civil Engineering,;czechacademy of sciences;czechacademy of sciences, institute of physics of materials, v. v. i., and czech republic, and brno university of technology, faculty of civil engineering,;auto_substring;
10.5281/zenodo.14025746;Charles University;https://ror.org/024d6js02;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.14025746;Charles University;https://ror.org/024d6js02;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.14025746;Charles University;https://ror.org/024d6js02;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.14025746;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.14025746;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.14025746;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine - Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine - hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.14266762;Charles University;https://ror.org/024d6js02;Second Faculty of Medicine, Charles University and Motol University Hospital;charlesuniversity;secondfaculty of medicine, charles university and motol university hospital;;match
10.5281/zenodo.14266762;University Hospital in Motol;https://ror.org/0125yxn03;Second Faculty of Medicine, Charles University and Motol University Hospital;universityhospital in motol;secondfaculty of medicine, charles university and motol university hospital;;match?
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Department of Anaesthesiology and Intensive Care, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;departmentof anaesthesiology and intensive care, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;First Department of Orthopaedic Surgery, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;firstdepartment of orthopaedic surgery, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;First Department of Orthopaedic Surgery, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;firstdepartment of orthopaedic surgery, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;Charles University;https://ror.org/024d6js02;Institute of Clinical Immunology and Allergology, First Faculty of Medicine, Charles University and General University Hospital in Prague, Prague, Czech Republic.;charlesuniversity;instituteof clinical immunology and allergology, first faculty of medicine, charles university and general university hospital in prague, prague, czech republic.;;match
10.5281/zenodo.14295543;General University Hospital in Prague;https://ror.org/04yg23125;Institute of Clinical Immunology and Allergology, First Faculty of Medicine, Charles University and General University Hospital in Prague, Prague, Czech Republic.;generaluniversity hospital in prague;instituteof clinical immunology and allergology, first faculty of medicine, charles university and general university hospital in prague, prague, czech republic.;;match?
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Institute of Clinical Immunology and Allergology, First Faculty of Medicine, Charles University and General University Hospital in Prague, Prague, Czech Republic.;masarykuniversity;instituteof clinical immunology and allergology, first faculty of medicine, charles university and general university hospital in prague, prague, czech republic.;auto_substring;
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Institute of Clinical Immunology and Allergology, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;instituteof clinical immunology and allergology, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;auto_substring;
10.5281/zenodo.14295543;Masaryk University;https://ror.org/02j46qs45;Institute of Clinical Immunology and Allergology, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;masarykuniversity;instituteof clinical immunology and allergology, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;auto_substring;
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Institute of Clinical Immunology and Allergology, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;instituteof clinical immunology and allergology, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14295543;St. Anne´s University Hospital;https://ror.org/049bjee35;Institute of Clinical Immunology and Allergology, St. Anne's University Hospital and Faculty of Medicine, Masaryk University, Brno, Czech Republic.;stanne´s university hospital;instituteof clinical immunology and allergology, st. anne's university hospital and faculty of medicine, masaryk university, brno, czech republic.;;match?
10.5281/zenodo.14439034;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14439034;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14439034;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14439034;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14439034;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;;match
10.5281/zenodo.14439034;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;;match
10.5281/zenodo.14439034;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;;match
10.5281/zenodo.14439034;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University, Pasteurova 15, 40096, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university, pasteurova 15, 40096, usti nad labem, czech republic;;match
10.5281/zenodo.14442314;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14442314;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14442314;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;auto_substring;
10.5281/zenodo.14442314;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;;match
10.5281/zenodo.14442314;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;;match
10.5281/zenodo.14442314;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, University of Jan Evangelista Purkyně, Pasteurova 15, 400 96, Ústí nad Labem, Czech Republic;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, university of jan evangelista purkyne, pasteurova 15, 400 96, usti nad labem, czech republic;;match
10.5281/zenodo.14507427;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.5281/zenodo.14507427;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.5281/zenodo.14507427;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.5281/zenodo.14507427;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.5281/zenodo.14507427;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.5281/zenodo.14514467;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14514467;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14514467;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14514467;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14514467;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14514467;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14638896;Charles University;https://ror.org/024d6js02;Charles University, First Faculty of Medicine, General University Hospital in Prague;charlesuniversity;charlesuniversity, first faculty of medicine, general university hospital in prague;auto_substring;
10.5281/zenodo.14638896;General University Hospital in Prague;https://ror.org/04yg23125;Charles University, First Faculty of Medicine, General University Hospital in Prague;generaluniversity hospital in prague;charlesuniversity, first faculty of medicine, general university hospital in prague;;match?
10.5281/zenodo.14698377;Charles University;https://ror.org/024d6js02;Imaging Methods Core Facility, Charles University, Faculty of Science, BIOCEV, Vestec 252 50, Czech Republic;charlesuniversity;imagingmethods core facility, charles university, faculty of science, biocev, vestec 252 50, czech republic;;match
10.5281/zenodo.14698377;Institute of Microbiology;https://ror.org/02p1jz666;Imaging Methods Core Facility, Charles University, Faculty of Science, BIOCEV, Vestec 252 50, Czech Republic;instituteof microbiology;imagingmethods core facility, charles university, faculty of science, biocev, vestec 252 50, czech republic;auto_substring;
10.5281/zenodo.14800594;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Palacký University, Olomouc;https://ror.org/04qxnmv42;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;palackyuniversity, olomouc;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14800594;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Czech Advanced Technology and Research Institute, Regional Centre of Advanced Technologies and Materials, Palacký University Olomouc, Šlechtitelů 27, 783 71 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;czechadvanced technology and research institute, regional centre of advanced technologies and materials, palacky university olomouc, slechtitelu 27, 783 71 olomouc, czech republic;;match?
10.5281/zenodo.14882040;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology, Purkyňova 123, 612 00 Brno, Czech Republic;brnouniversity of technology;centraleuropean institute of technology, brno university of technology, purkynova 123, 612 00 brno, czech republic;;match?
10.5281/zenodo.14882040;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology, Purkyňova 123, 612 00 Brno, Czech Republic;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology, purkynova 123, 612 00 brno, czech republic;auto_substring;
10.5281/zenodo.15069069;Institute of Clinical and Experimental Medicine;https://ror.org/036zr1b90;Department of Hepatogastroenterology, Institute for Clinical and Experimental Medicine, Prague, Czech Republic;instituteof clinical and experimental medicine;departmentof hepatogastroenterology, institute for clinical and experimental medicine, prague, czech republic;;match
10.5281/zenodo.15069069;Institute of Experimental Medicine;https://ror.org/03hjekm25;Department of Hepatogastroenterology, Institute for Clinical and Experimental Medicine, Prague, Czech Republic;instituteof experimental medicine;departmentof hepatogastroenterology, institute for clinical and experimental medicine, prague, czech republic;;match?
